# frame	seconds	right_knee	left_knee
0	0.0	133.12	140.94
0	0.0	141.56	148.54
0	0.0	145.64	151.09
0	0.0	151.57	156.07
0	0.0	153.94	157.1
0	0.0	158.7	161.43
0	0.0	163.05	166.37
0	0.0	164.35	167.95
0	0.0	166.6	169.49
0	0.0	169.38	171.71
0	0.0	174.72	175.55
0	0.0	177.38	178.67
0	0.0	179.09	179.01
0	0.0	179.37	178.1
0	0.0	179.83	177.67
0	0.0	179.43	177.2
0	0.0	179.54	177.06
0	0.0	179.34	177.32
0	0.0	179.6	177.66
0	0.0	179.83	177.88
0	0.0	179.77	177.89
0	0.0	179.58	178.14
0	0.0	179.42	178.35
0	0.0	179.31	178.5
0	0.0	179.2	178.58
0	0.0	179.08	178.69
0	0.0	178.53	178.92
0	0.0	178.33	178.92
0	0.0	178.47	178.79
0	0.0	178.11	178.96
0	0.0	177.63	179.11
0	0.0	177.23	179.09
0	0.0	177.02	179.04
0	0.0	176.92	178.86
0	0.0	176.86	178.8
0	0.0	176.84	178.72
0	0.0	176.84	178.66
0	0.0	177.03	178.49
0	0.0	177.4	178.27
0	0.0	177.63	178.08
0	0.0	177.76	178.07
0	0.0	177.83	178.09
0	0.0	177.83	178.27
0	0.0	177.67	178.72
0	0.0	177.7	179.1
0	0.0	177.73	179.17
0	0.0	177.75	179.21
0	0.0	177.6	179.29
0	0.0	177.7	179.25
0	0.0	177.57	179.68
0	0.0	177.62	179.95
0	0.0	176.37	179.21
0	0.0	176.0	178.86
0	0.0	174.59	178.54
0	0.0	169.31	177.63
0	0.0	174.39	176.79
0	0.0	177.38	176.87
0	0.0	177.76	176.74
0	0.0	179.06	176.69
0	0.0	179.53	176.66
0	0.0	179.87	176.47
0	0.0	179.69	176.4
0	0.0	178.99	176.3
0	0.0	178.4	176.12
0	0.0	178.07	176.05
0	0.0	177.98	175.98
0	0.0	178.2	175.74
0	0.0	178.47	175.4
0	0.0	178.78	175.18
0	0.0	178.88	175.3
0	0.0	178.92	175.58
0	0.0	179.85	175.77
0	0.0	179.28	176.17
0	0.0	179.87	177.05
0	0.0	179.49	177.14
0	0.0	179.93	176.59
0	0.0	177.7	176.02
0	0.0	172.71	174.38
0	0.0	168.59	173.48
0	0.0	163.03	171.39
0	0.0	161.36	169.84
0	0.0	155.55	166.54
0	0.0	150.1	165.1
0	0.0	149.78	164.35
0	0.0	149.4	163.49
0	0.0	146.5	161.62
0	0.0	138.75	159.5
0	0.0	133.72	157.04
0	0.0	128.65	154.79
0	0.0	127.17	153.54
0	0.0	120.96	152.01
0	0.0	116.46	151.19
0	0.0	111.32	149.9
0	0.0	106.71	148.96
0	0.0	102.05	147.29
0	0.0	101.13	146.95
0	0.0	99.02	145.98
0	0.0	95.28	144.07
0	0.0	95.51	143.15
0	0.0	94.14	140.46
0	0.0	92.06	139.04
0	0.0	87.11	134.43
0	0.0	84.38	129.48
0	0.0	82.81	125.73
0	0.0	82.25	122.74
0	0.0	78.21	117.93
0	0.0	74.59	112.5
0	0.0	68.49	108.08
0	0.0	65.42	105.27
0	0.0	60.3	99.53
0	0.0	60.16	97.17
0	0.0	57.07	90.31
0	0.0	53.46	83.64
0	0.0	52.52	83.65
0	0.0	50.64	80.33
0	0.0	48.76	77.84
0	0.0	45.78	74.24
0	0.0	43.65	72.2
0	0.0	42.73	71.84
0	0.0	42.97	72.84
0	0.0	42.56	74.17
0	0.0	41.94	72.71
0	0.0	40.13	69.0
0	0.0	38.63	65.45
0	0.0	37.48	64.17
0	0.0	37.39	64.53
0	0.0	36.59	62.94
0	0.0	36.98	64.03
0	0.0	36.31	62.07
0	0.0	34.91	59.48
0	0.0	34.87	58.09
0	0.0	34.21	56.77
0	0.0	33.58	55.97
0	0.0	33.31	55.77
0	0.0	33.41	56.32
0	0.0	33.23	56.39
0	0.0	32.91	55.94
0	0.0	32.87	55.53
0	0.0	32.94	55.14
0	0.0	33.22	54.69
0	0.0	33.37	54.32
0	0.0	33.75	53.51
0	0.0	33.78	53.27
0	0.0	33.8	53.08
0	0.0	33.75	52.97
0	0.0	33.69	52.84
0	0.0	33.63	52.65
0	0.0	33.59	52.44
0	0.0	33.53	52.16
0	0.0	33.49	51.91
0	0.0	33.46	51.74
0	0.0	33.42	51.6
0	0.0	33.34	51.39
0	0.0	33.25	51.11
0	0.0	33.26	51.01
0	0.0	33.21	50.88
0	0.0	33.19	50.77
0	0.0	33.17	50.74
0	0.0	33.17	50.74
0	0.0	33.18	51.17
0	0.0	33.2	51.5
0	0.0	34.12	52.98
0	0.0	35.88	57.86
0	0.0	38.05	64.01
0	0.0	40.82	68.31
0	0.0	43.01	70.1
0	0.0	44.07	70.31
0	0.0	46.67	75.02
0	0.0	49.26	80.39
0	0.0	53.78	87.55
0	0.0	55.89	90.4
0	0.0	59.01	96.09
0	0.0	66.58	111.58
0	0.0	68.35	111.21
0	0.0	73.08	115.59
0	0.0	79.92	121.96
0	0.0	81.35	123.26
0	0.0	92.83	136.85
0	0.0	95.8	139.86
0	0.0	101.05	144.89
0	0.0	107.15	150.29
0	0.0	109.1	152.03
0	0.0	113.11	153.27
0	0.0	119.19	154.19
0	0.0	125.74	156.0
0	0.0	131.58	156.57
0	0.0	137.84	157.36
0	0.0	141.18	157.3
0	0.0	147.45	158.61
0	0.0	154.42	160.07
0	0.0	155.88	161.71
0	0.0	159.11	164.02
0	0.0	162.93	166.34
0	0.0	166.67	167.79
0	0.0	169.16	169.38
0	0.0	175.75	172.65
0	0.0	177.59	173.04
0	0.0	177.24	174.27
0	0.0	174.26	174.67
0	0.0	173.13	174.88
0	0.0	172.62	175.3
0	0.0	171.19	176.32
0	0.0	170.5	176.91
0	0.0	170.88	177.09
0	0.0	171.0	177.28
0	0.0	170.81	177.71
0	0.0	170.95	178.0
0	0.0	170.49	178.15
0	0.0	170.16	178.12
0	0.0	169.95	178.08
0	0.0	169.94	178.18
0	0.0	170.02	178.21
0	0.0	170.11	178.21
0	0.0	170.19	178.09
0	0.0	170.3	177.99
0	0.0	170.37	177.86
0	0.0	170.49	177.74
0	0.0	170.56	177.68
0	0.0	170.63	177.66
0	0.0	170.68	177.66
0	0.0	170.74	177.67
0	0.0	170.76	177.65
0	0.0	170.77	177.61
0	0.0	170.76	177.56
0	0.0	170.79	177.46
0	0.0	170.81	177.42
0	0.0	170.81	177.37
0	0.0	170.83	177.34
0	0.0	170.83	177.33
0	0.0	170.83	177.32
0	0.0	170.84	177.32
0	0.0	170.85	177.31
0	0.0	170.86	177.3
0	0.0	170.87	177.3
0	0.0	170.88	177.29
0	0.0	170.87	177.29
0	0.0	170.88	177.29
0	0.0	170.89	177.28
0	0.0	170.94	177.27
0	0.0	170.96	177.26
0	0.0	171.01	177.24
0	0.0	171.04	177.22
0	0.0	171.09	177.2
0	0.0	171.15	177.23
0	0.0	171.3	177.23
0	0.0	171.42	177.22
0	0.0	171.54	177.21
0	0.0	172.44	176.95
0	0.0	173.0	176.8
0	0.0	174.08	176.27
0	0.0	175.65	175.67
0	0.0	176.47	175.32
0	0.0	178.22	174.77
0	0.0	178.25	174.12
0	0.0	174.34	171.98
0	0.0	170.05	169.46
0	0.0	168.51	168.45
0	0.0	162.99	167.26
0	0.0	157.25	166.17
0	0.0	150.4	163.99
0	0.0	147.99	163.11
0	0.0	144.72	161.28
0	0.0	141.29	160.26
0	0.0	140.23	159.25
0	0.0	136.2	157.75
0	0.0	130.11	155.81
0	0.0	128.73	153.91
0	0.0	122.0	150.98
0	0.0	113.76	149.12
0	0.0	107.64	147.05
0	0.0	105.11	146.66
0	0.0	100.38	144.67
0	0.0	99.28	144.25
0	0.0	93.69	140.72
0	0.0	90.31	136.86
0	0.0	85.67	133.09
0	0.0	83.58	130.49
0	0.0	85.33	130.54
0	0.0	83.05	126.68
0	0.0	78.54	121.04
0	0.0	78.61	120.05
0	0.0	74.99	115.52
0	0.0	71.57	111.32
0	0.0	68.0	106.8
0	0.0	61.35	97.37
0	0.0	57.72	89.15
0	0.0	57.18	87.21
0	0.0	54.97	83.63
0	0.0	51.47	78.97
0	0.0	49.94	76.2
0	0.0	50.24	77.31
0	0.0	48.8	75.7
0	0.0	46.94	72.84
0	0.0	46.62	72.18
0	0.0	45.71	70.64
0	0.0	44.66	68.85
0	0.0	44.04	67.71
0	0.0	41.84	64.68
0	0.0	41.1	63.15
0	0.0	40.1	61.3
0	0.0	39.63	60.25
0	0.0	40.08	61.06
0	0.0	38.3	59.35
0	0.0	37.34	58.3
0	0.0	36.29	55.71
0	0.0	35.33	53.33
0	0.0	35.48	52.76
0	0.0	35.31	52.16
0	0.0	35.25	51.7
0	0.0	35.31	51.19
0	0.0	35.36	50.79
0	0.0	35.41	50.85
0	0.0	35.46	51.1
0	0.0	35.45	51.23
0	0.0	35.4	51.4
0	0.0	35.34	51.59
0	0.0	35.28	51.72
0	0.0	35.16	51.71
0	0.0	35.07	51.26
0	0.0	34.95	51.18
0	0.0	34.91	51.24
0	0.0	34.82	50.92
0	0.0	34.77	50.97
0	0.0	34.73	50.64
0	0.0	34.68	50.65
0	0.0	34.63	50.53
0	0.0	34.61	50.5
0	0.0	34.59	50.55
0	0.0	34.55	50.51
0	0.0	34.52	50.44
0	0.0	34.51	50.41
0	0.0	34.46	50.31
0	0.0	34.36	49.73
0	0.0	34.31	49.3
0	0.0	34.24	49.01
0	0.0	34.22	48.86
0	0.0	34.21	48.77
0	0.0	34.18	48.77
0	0.0	34.29	48.99
0	0.0	34.71	50.07
0	0.0	35.7	52.44
0	0.0	37.58	56.15
0	0.0	41.06	62.22
0	0.0	43.48	66.8
0	0.0	44.53	68.69
0	0.0	46.09	71.31
0	0.0	48.5	73.1
0	0.0	51.33	79.65
0	0.0	55.24	89.27
0	0.0	63.69	102.89
0	0.0	64.6	102.46
0	0.0	70.35	110.35
0	0.0	77.3	118.31
0	0.0	79.55	119.79
0	0.0	84.83	123.95
0	0.0	93.4	130.9
0	0.0	93.91	133.58
0	0.0	98.06	137.67
0	0.0	104.79	142.45
0	0.0	107.21	144.44
0	0.0	113.44	147.69
0	0.0	116.09	149.12
0	0.0	129.51	150.51
0	0.0	137.09	153.15
0	0.0	143.34	154.86
0	0.0	144.23	155.36
0	0.0	150.39	156.73
0	0.0	152.62	157.63
0	0.0	157.13	158.0
0	0.0	162.54	160.1
0	0.0	165.04	162.0
0	0.0	169.2	164.44
0	0.0	175.17	165.78
0	0.0	178.01	166.61
0	0.0	179.67	167.66
0	0.0	178.05	168.66
0	0.0	177.06	170.68
0	0.0	175.55	171.92
0	0.0	171.7	173.14
0	0.0	170.16	174.43
0	0.0	168.97	176.04
0	0.0	168.85	176.83
0	0.0	168.92	177.33
0	0.0	169.27	177.75
0	0.0	169.68	177.73
0	0.0	170.16	177.88
0	0.0	170.8	178.15
0	0.0	171.51	178.1
0	0.0	171.89	178.02
0	0.0	172.06	177.89
0	0.0	172.01	177.75
0	0.0	171.87	177.73
0	0.0	171.8	177.83
0	0.0	171.78	177.88
0	0.0	171.73	177.98
0	0.0	171.62	178.14
0	0.0	171.49	178.23
0	0.0	171.42	178.3
0	0.0	171.4	178.3
0	0.0	171.37	178.3
0	0.0	171.35	178.26
0	0.0	171.35	178.22
0	0.0	171.44	178.15
0	0.0	171.5	178.11
0	0.0	171.65	178.1
0	0.0	171.74	178.11
0	0.0	171.51	178.0
0	0.0	171.52	177.9
0	0.0	171.67	177.78
0	0.0	171.81	177.65
0	0.0	171.86	177.55
0	0.0	171.88	177.48
0	0.0	171.77	177.46
0	0.0	171.55	177.48
0	0.0	171.38	177.51
0	0.0	171.19	177.53
0	0.0	171.05	177.54
0	0.0	170.94	177.51
0	0.0	170.77	177.51
0	0.0	170.68	177.51
0	0.0	170.62	177.52
0	0.0	170.57	177.53
0	0.0	171.01	177.57
0	0.0	171.27	177.61
0	0.0	171.25	177.66
0	0.0	171.54	177.7
0	0.0	171.75	177.73
0	0.0	171.92	177.72
0	0.0	172.1	177.5
0	0.0	172.23	177.37
0	0.0	173.68	176.63
0	0.0	176.39	175.7
0	0.0	178.63	174.82
0	0.0	178.27	172.75
0	0.0	172.56	169.61
0	0.0	170.37	168.28
0	0.0	164.95	166.9
0	0.0	158.58	166.07
0	0.0	150.26	163.99
0	0.0	146.53	161.41
0	0.0	143.52	158.81
0	0.0	142.07	157.0
0	0.0	138.3	154.69
0	0.0	133.21	152.24
0	0.0	132.65	151.58
0	0.0	128.1	150.14
0	0.0	122.35	148.65
0	0.0	118.78	147.99
0	0.0	113.84	146.92
0	0.0	109.36	145.73
0	0.0	104.92	143.95
0	0.0	101.12	142.02
0	0.0	96.17	140.3
0	0.0	96.54	140.31
0	0.0	94.23	138.85
0	0.0	92.43	136.91
0	0.0	87.87	133.38
0	0.0	86.88	131.12
0	0.0	81.61	123.09
0	0.0	80.27	120.47
0	0.0	75.94	115.99
0	0.0	72.29	111.3
0	0.0	72.32	110.95
0	0.0	68.43	105.55
0	0.0	63.65	96.84
0	0.0	59.9	91.76
0	0.0	56.21	84.42
0	0.0	52.85	79.08
0	0.0	53.82	79.14
0	0.0	51.67	75.17
0	0.0	49.77	72.31
0	0.0	47.24	68.7
0	0.0	45.72	65.54
0	0.0	44.47	64.13
0	0.0	45.12	65.08
0	0.0	44.26	64.09
0	0.0	42.99	62.45
0	0.0	42.78	62.96
0	0.0	41.72	62.43
0	0.0	40.46	61.41
0	0.0	39.03	60.57
0	0.0	37.18	58.17
0	0.0	35.7	56.49
0	0.0	35.58	56.14
0	0.0	34.46	54.26
0	0.0	33.72	52.55
0	0.0	33.77	51.34
0	0.0	33.58	49.75
0	0.0	33.53	48.76
0	0.0	33.88	48.19
0	0.0	33.85	47.67
0	0.0	33.82	47.4
0	0.0	33.73	47.01
0	0.0	33.74	46.09
0	0.0	33.83	45.27
0	0.0	33.86	44.79
0	0.0	33.82	44.22
0	0.0	33.79	43.94
0	0.0	33.77	43.84
0	0.0	33.7	43.81
0	0.0	33.56	43.75
0	0.0	33.42	43.74
0	0.0	33.32	43.73
0	0.0	33.26	43.72
0	0.0	33.22	43.75
0	0.0	33.21	43.74
0	0.0	33.21	43.74
0	0.0	33.2	43.74
0	0.0	33.21	43.75
0	0.0	33.23	43.72
0	0.0	33.25	43.7
0	0.0	33.26	43.68
0	0.0	33.32	43.69
0	0.0	33.35	43.68
0	0.0	33.4	43.7
0	0.0	33.44	43.74
0	0.0	33.48	43.81
0	0.0	33.56	43.92
0	0.0	33.65	44.08
0	0.0	33.72	44.19
0	0.0	33.81	44.39
0	0.0	34.09	44.99
0	0.0	34.28	45.37
0	0.0	35.92	49.65
0	0.0	37.93	55.81
0	0.0	41.38	62.07
0	0.0	44.31	68.9
0	0.0	47.03	73.85
0	0.0	48.41	72.0
0	0.0	50.24	76.4
0	0.0	52.73	82.44
0	0.0	58.1	94.18
0	0.0	63.82	104.29
0	0.0	71.25	116.99
0	0.0	70.88	115.07
0	0.0	76.94	120.94
0	0.0	84.15	126.15
0	0.0	85.65	128.66
0	0.0	89.15	132.53
0	0.0	95.61	137.62
0	0.0	96.47	138.7
0	0.0	99.89	141.62
0	0.0	105.24	143.81
0	0.0	110.83	146.31
0	0.0	113.54	148.4
0	0.0	125.81	150.71
0	0.0	132.32	152.46
0	0.0	138.72	154.62
0	0.0	143.52	157.13
0	0.0	143.83	158.21
0	0.0	149.4	159.61
0	0.0	156.31	161.27
0	0.0	156.8	161.93
0	0.0	161.64	164.23
0	0.0	165.87	166.42
0	0.0	170.03	167.72
0	0.0	171.93	169.29
0	0.0	175.22	171.32
0	0.0	177.33	172.1
0	0.0	179.34	172.24
0	0.0	177.4	172.17
0	0.0	174.86	172.91
0	0.0	172.75	173.57
0	0.0	171.94	174.58
0	0.0	171.91	175.5
0	0.0	171.23	175.86
0	0.0	171.38	176.43
0	0.0	172.49	176.66
0	0.0	172.93	176.69
0	0.0	173.25	176.81
0	0.0	173.22	176.91
0	0.0	173.27	177.14
0	0.0	173.23	177.29
0	0.0	173.19	177.37
0	0.0	173.09	177.51
0	0.0	173.09	177.72
0	0.0	173.12	177.81
0	0.0	173.34	178.04
0	0.0	173.69	178.32
0	0.0	173.94	178.55
0	0.0	174.58	178.54
0	0.0	174.73	178.31
0	0.0	174.67	178.12
0	0.0	175.53	177.69
0	0.0	176.22	176.98
0	0.0	179.6	176.65
0	0.0	177.84	174.42
0	0.0	173.15	173.71
0	0.0	171.95	172.55
