# frame	seconds	right_knee	left_knee
0	0.0	174.88	174.28
0	0.0	174.93	174.28
0	0.0	174.98	174.28
0	0.0	175.04	174.26
0	0.0	175.09	174.25
0	0.0	175.15	174.25
0	0.0	175.24	174.26
0	0.0	175.32	174.28
0	0.0	175.39	174.28
0	0.0	175.95	174.5
0	0.0	176.27	174.67
0	0.0	176.91	174.76
0	0.0	177.83	175.21
0	0.0	179.59	177.16
0	0.0	179.57	178.2
0	0.0	178.79	179.36
0	0.0	176.76	177.9
0	0.0	174.09	175.38
0	0.0	173.13	174.47
0	0.0	166.12	166.55
0	0.0	164.21	164.58
0	0.0	158.01	160.36
0	0.0	154.64	156.89
0	0.0	153.95	155.79
0	0.0	149.5	153.82
0	0.0	142.24	146.28
0	0.0	137.22	142.49
0	0.0	132.96	137.36
0	0.0	132.87	137.13
0	0.0	130.14	134.81
0	0.0	125.84	129.93
0	0.0	121.3	124.93
0	0.0	116.79	122.16
0	0.0	113.48	118.9
0	0.0	113.05	118.5
0	0.0	109.76	115.93
0	0.0	106.75	113.47
0	0.0	106.25	112.76
0	0.0	102.77	108.85
0	0.0	98.86	105.64
0	0.0	99.26	106.15
0	0.0	97.05	104.5
0	0.0	93.46	101.86
0	0.0	90.07	98.56
0	0.0	90.26	98.65
0	0.0	83.71	92.51
0	0.0	79.59	88.06
0	0.0	78.65	87.21
0	0.0	75.5	84.63
0	0.0	71.55	81.25
0	0.0	72.23	81.65
0	0.0	67.91	77.28
0	0.0	65.95	74.87
0	0.0	66.62	75.62
0	0.0	62.17	70.53
0	0.0	60.3	68.78
0	0.0	61.17	69.19
0	0.0	61.14	68.39
0	0.0	61.11	67.76
0	0.0	61.1	67.58
0	0.0	60.79	67.19
0	0.0	60.68	66.4
0	0.0	60.89	65.97
0	0.0	61.21	65.78
0	0.0	61.51	65.72
0	0.0	61.69	65.66
0	0.0	61.78	65.57
0	0.0	61.85	65.49
0	0.0	61.84	65.42
0	0.0	61.74	65.25
0	0.0	61.71	65.21
0	0.0	61.65	65.16
0	0.0	61.57	65.25
0	0.0	61.47	65.29
0	0.0	61.44	65.39
0	0.0	61.4	65.45
0	0.0	61.35	65.52
0	0.0	61.34	65.57
0	0.0	61.33	65.61
0	0.0	61.31	65.67
0	0.0	61.3	65.74
0	0.0	61.29	65.78
0	0.0	61.28	65.85
0	0.0	61.28	65.9
0	0.0	61.29	66.09
0	0.0	61.31	66.22
0	0.0	61.96	66.84
0	0.0	64.83	69.53
0	0.0	69.41	74.14
0	0.0	71.09	75.98
0	0.0	79.09	84.99
0	0.0	87.21	93.55
0	0.0	93.59	99.58
0	0.0	99.37	104.26
0	0.0	100.61	104.48
0	0.0	104.88	108.12
0	0.0	108.5	111.65
0	0.0	109.39	112.29
0	0.0	113.12	116.39
0	0.0	116.98	121.44
0	0.0	120.75	125.33
0	0.0	124.97	129.55
0	0.0	130.4	135.2
0	0.0	132.9	138.42
0	0.0	136.82	141.99
0	0.0	141.03	147.65
0	0.0	146.82	152.71
0	0.0	153.02	158.26
0	0.0	161.43	162.72
0	0.0	162.31	163.84
0	0.0	165.89	167.66
0	0.0	168.66	171.06
0	0.0	170.02	171.95
0	0.0	172.28	174.71
0	0.0	175.53	176.32
0	0.0	177.43	177.68
0	0.0	178.96	179.52
0	0.0	176.46	178.23
0	0.0	175.87	177.23
0	0.0	175.63	176.84
0	0.0	175.65	175.76
0	0.0	175.1	174.88
0	0.0	175.08	174.28
0	0.0	175.43	174.32
0	0.0	175.6	174.37
0	0.0	175.83	174.25
0	0.0	176.11	174.25
0	0.0	176.33	174.31
0	0.0	176.5	174.36
0	0.0	176.67	174.36
0	0.0	176.76	174.3
0	0.0	176.87	174.34
0	0.0	176.91	174.33
0	0.0	176.95	174.31
0	0.0	176.87	174.29
0	0.0	176.82	174.27
0	0.0	176.83	174.29
0	0.0	176.89	174.3
0	0.0	176.92	174.31
0	0.0	176.94	174.32
0	0.0	176.97	174.33
0	0.0	177.02	174.34
0	0.0	177.06	174.33
0	0.0	177.07	174.33
0	0.0	177.16	174.34
0	0.0	177.32	174.35
0	0.0	177.54	174.35
0	0.0	177.74	174.35
0	0.0	178.2	174.35
0	0.0	178.53	174.34
0	0.0	178.75	174.37
0	0.0	178.97	174.5
0	0.0	179.07	174.81
0	0.0	179.18	175.16
0	0.0	179.26	175.43
0	0.0	179.24	175.75
0	0.0	179.18	176.35
0	0.0	179.17	176.74
0	0.0	179.17	176.8
0	0.0	179.4	176.79
0	0.0	179.47	176.87
0	0.0	179.87	177.27
0	0.0	179.39	177.94
0	0.0	178.94	178.24
0	0.0	176.94	179.36
0	0.0	174.45	178.31
0	0.0	171.87	175.74
0	0.0	166.84	170.65
0	0.0	163.08	167.03
0	0.0	162.04	165.94
0	0.0	158.57	163.31
0	0.0	154.18	159.14
0	0.0	153.26	157.32
0	0.0	148.11	153.98
0	0.0	143.46	149.68
0	0.0	139.62	145.92
0	0.0	136.1	141.67
0	0.0	134.4	138.09
0	0.0	134.42	137.44
0	0.0	131.81	135.3
0	0.0	128.14	132.13
0	0.0	125.33	128.98
0	0.0	121.33	126.29
0	0.0	117.06	123.56
0	0.0	116.3	121.95
0	0.0	115.2	120.5
0	0.0	112.32	117.89
0	0.0	112.25	117.83
0	0.0	108.96	115.1
0	0.0	106.1	111.73
0	0.0	102.81	108.54
0	0.0	100.9	105.92
0	0.0	98.43	103.98
0	0.0	98.53	103.98
0	0.0	98.81	104.11
0	0.0	96.86	102.03
0	0.0	93.64	99.45
0	0.0	90.74	98.0
0	0.0	87.73	95.65
0	0.0	84.68	93.3
0	0.0	83.88	91.95
0	0.0	80.37	87.79
0	0.0	78.05	84.71
0	0.0	78.29	84.34
0	0.0	71.59	78.34
0	0.0	69.09	76.68
0	0.0	66.81	74.95
0	0.0	64.82	72.69
0	0.0	65.0	72.91
0	0.0	64.39	72.05
0	0.0	63.67	71.12
0	0.0	61.42	69.72
0	0.0	61.05	69.71
0	0.0	59.9	68.06
0	0.0	60.45	68.53
0	0.0	59.49	67.61
0	0.0	58.76	66.64
0	0.0	58.36	66.16
0	0.0	58.45	66.11
0	0.0	58.35	65.47
0	0.0	58.23	65.27
0	0.0	58.28	65.42
0	0.0	58.05	65.24
0	0.0	57.83	65.23
0	0.0	57.64	65.12
0	0.0	57.5	65.15
0	0.0	57.92	64.98
0	0.0	58.02	64.86
0	0.0	57.96	64.83
0	0.0	57.97	64.87
0	0.0	57.99	64.87
0	0.0	58.03	64.84
0	0.0	58.09	64.82
0	0.0	58.17	64.82
0	0.0	58.02	64.82
0	0.0	58.16	64.86
0	0.0	58.26	64.92
0	0.0	58.43	64.95
0	0.0	58.5	64.96
0	0.0	58.37	64.98
0	0.0	58.4	64.99
0	0.0	58.38	65.01
0	0.0	58.38	65.03
0	0.0	58.39	65.04
0	0.0	58.39	65.05
0	0.0	58.38	65.08
0	0.0	58.4	65.11
0	0.0	58.42	65.14
0	0.0	58.45	65.17
0	0.0	58.45	65.22
0	0.0	58.47	65.27
0	0.0	58.49	65.31
0	0.0	58.54	65.39
0	0.0	58.76	65.68
0	0.0	58.89	65.83
0	0.0	58.98	65.97
0	0.0	59.74	66.84
0	0.0	60.21	67.34
0	0.0	61.58	68.63
0	0.0	70.76	78.08
0	0.0	77.21	85.46
0	0.0	80.82	87.56
0	0.0	86.15	92.52
0	0.0	88.72	93.57
0	0.0	93.12	97.56
0	0.0	97.73	102.19
0	0.0	102.57	106.88
0	0.0	107.72	110.99
0	0.0	111.21	114.89
0	0.0	111.66	115.57
0	0.0	114.72	118.05
0	0.0	119.27	121.77
0	0.0	120.32	123.24
0	0.0	123.32	125.66
0	0.0	127.19	130.02
0	0.0	132.9	135.88
0	0.0	137.49	140.78
0	0.0	142.46	146.02
0	0.0	144.35	147.67
0	0.0	147.7	152.39
0	0.0	151.62	155.98
0	0.0	156.87	159.98
0	0.0	162.11	163.02
0	0.0	165.12	167.15
0	0.0	165.34	168.17
0	0.0	166.65	169.97
0	0.0	169.32	172.31
0	0.0	170.14	173.21
0	0.0	172.69	175.52
0	0.0	175.36	177.33
0	0.0	179.35	179.8
0	0.0	177.68	178.14
0	0.0	175.09	175.04
0	0.0	174.5	174.06
0	0.0	173.91	172.72
0	0.0	174.06	172.97
0	0.0	174.06	172.92
0	0.0	174.16	172.3
0	0.0	174.24	172.04
0	0.0	174.37	171.91
0	0.0	174.45	172.16
0	0.0	174.5	171.71
0	0.0	174.58	171.62
0	0.0	174.7	171.72
0	0.0	174.72	171.28
0	0.0	174.57	171.13
0	0.0	174.33	170.84
0	0.0	174.35	169.96
0	0.0	174.33	169.52
0	0.0	174.41	169.51
0	0.0	174.59	169.44
0	0.0	175.03	171.44
0	0.0	175.42	177.65
0	0.0	174.16	177.62
0	0.0	176.84	179.37
0	0.0	177.93	178.2
0	0.0	177.46	178.86
0	0.0	177.18	179.48
0	0.0	176.99	179.7
0	0.0	176.84	179.21
0	0.0	175.47	175.92
0	0.0	174.26	174.51
0	0.0	172.71	173.15
0	0.0	169.96	172.26
0	0.0	165.54	169.94
0	0.0	161.62	163.68
0	0.0	160.24	162.44
0	0.0	156.95	159.89
0	0.0	152.21	156.29
0	0.0	144.53	150.11
0	0.0	142.07	147.75
0	0.0	137.99	145.6
0	0.0	133.15	141.53
0	0.0	126.24	133.43
0	0.0	121.37	127.07
0	0.0	119.27	123.35
0	0.0	118.96	122.84
0	0.0	114.39	118.65
0	0.0	109.11	113.57
0	0.0	105.4	109.97
0	0.0	103.01	107.39
0	0.0	99.01	105.51
0	0.0	97.97	105.62
0	0.0	94.88	102.65
0	0.0	90.76	100.68
0	0.0	92.99	101.74
0	0.0	92.32	100.83
0	0.0	88.32	97.67
0	0.0	85.45	93.55
0	0.0	82.57	91.12
0	0.0	80.71	88.94
0	0.0	80.89	89.5
0	0.0	78.53	87.98
0	0.0	75.14	86.15
0	0.0	70.03	83.5
0	0.0	66.8	78.76
0	0.0	64.4	75.18
0	0.0	64.52	73.77
0	0.0	62.51	71.23
0	0.0	59.09	67.81
0	0.0	59.04	66.84
0	0.0	57.11	64.42
0	0.0	53.98	61.42
0	0.0	52.72	59.67
0	0.0	51.39	57.66
0	0.0	48.55	55.18
0	0.0	49.79	55.26
0	0.0	47.62	53.48
0	0.0	46.87	52.3
0	0.0	44.78	50.36
0	0.0	43.56	48.91
0	0.0	41.52	46.85
0	0.0	42.18	46.69
0	0.0	41.65	45.56
0	0.0	39.92	43.59
0	0.0	38.83	43.47
0	0.0	35.52	41.75
0	0.0	35.35	41.34
0	0.0	34.69	40.64
0	0.0	33.99	40.19
0	0.0	34.27	40.5
0	0.0	34.48	40.46
0	0.0	35.02	40.67
0	0.0	35.57	41.01
0	0.0	36.15	41.18
0	0.0	36.5	41.21
0	0.0	36.64	41.27
0	0.0	36.69	41.33
0	0.0	36.73	41.37
0	0.0	36.77	41.54
0	0.0	36.76	41.62
0	0.0	36.8	41.61
0	0.0	36.74	41.67
0	0.0	36.72	41.68
0	0.0	36.6	41.73
0	0.0	36.46	41.71
0	0.0	36.46	41.69
0	0.0	36.45	41.65
0	0.0	36.46	41.66
0	0.0	36.49	41.67
0	0.0	36.52	41.67
0	0.0	36.54	41.66
0	0.0	36.8	41.68
0	0.0	37.04	41.73
0	0.0	37.2	41.76
0	0.0	37.31	41.76
0	0.0	37.39	41.78
0	0.0	37.47	41.81
0	0.0	37.46	41.74
0	0.0	37.48	41.56
0	0.0	37.52	41.3
0	0.0	37.47	41.01
0	0.0	37.45	40.89
0	0.0	37.51	40.83
0	0.0	37.65	40.94
0	0.0	37.76	41.02
0	0.0	38.95	42.58
0	0.0	41.23	44.79
0	0.0	46.16	49.15
0	0.0	50.36	54.06
0	0.0	55.41	59.89
0	0.0	58.26	62.63
0	0.0	64.03	68.33
0	0.0	69.31	74.25
0	0.0	73.42	80.05
0	0.0	78.34	86.46
0	0.0	83.17	90.81
0	0.0	82.86	90.57
0	0.0	87.01	95.39
0	0.0	94.36	103.63
0	0.0	98.94	104.9
0	0.0	105.21	108.83
0	0.0	109.38	113.55
0	0.0	115.02	120.65
0	0.0	119.63	126.23
0	0.0	125.65	131.83
0	0.0	125.47	132.46
0	0.0	132.23	139.04
0	0.0	139.37	144.73
0	0.0	147.27	149.22
0	0.0	153.83	157.05
0	0.0	158.78	162.97
0	0.0	160.29	164.78
0	0.0	167.05	168.11
0	0.0	172.36	173.1
0	0.0	174.44	175.77
0	0.0	178.05	178.66
0	0.0	178.79	178.63
0	0.0	176.99	176.77
0	0.0	177.0	176.94
0	0.0	178.34	178.23
0	0.0	178.81	178.94
0	0.0	179.14	179.66
0	0.0	179.15	179.98
0	0.0	179.34	179.93
0	0.0	179.91	179.87
0	0.0	179.7	179.73
0	0.0	179.44	179.66
0	0.0	179.53	179.66
0	0.0	179.43	179.73
0	0.0	179.38	179.79
0	0.0	179.09	179.86
0	0.0	178.65	179.91
0	0.0	178.15	179.88
0	0.0	177.85	179.82
0	0.0	177.75	179.79
0	0.0	177.7	179.77
0	0.0	177.7	179.78
0	0.0	177.75	179.81
0	0.0	177.83	179.8
0	0.0	177.92	179.79
0	0.0	178.01	179.79
0	0.0	178.04	179.79
0	0.0	178.03	179.78
0	0.0	178.03	179.78
0	0.0	178.02	179.77
0	0.0	178.01	179.75
0	0.0	177.98	179.72
0	0.0	177.96	179.72
0	0.0	178.05	179.73
0	0.0	178.13	179.75
0	0.0	178.17	179.75
0	0.0	178.18	179.76
0	0.0	178.18	179.78
0	0.0	178.17	179.81
0	0.0	178.2	179.82
0	0.0	178.26	179.82
0	0.0	178.32	179.83
0	0.0	178.29	179.83
0	0.0	178.27	179.82
0	0.0	178.29	179.82
0	0.0	178.33	179.82
0	0.0	178.37	179.82
0	0.0	178.38	179.82
0	0.0	178.4	179.83
0	0.0	178.41	179.84
0	0.0	178.43	179.85
0	0.0	178.42	179.85
0	0.0	178.4	179.85
0	0.0	178.39	179.83
0	0.0	178.39	179.82
0	0.0	178.39	179.81
0	0.0	178.38	179.81
0	0.0	178.38	179.81
0	0.0	178.35	179.8
0	0.0	178.32	179.8
0	0.0	178.29	179.8
0	0.0	178.26	179.8
0	0.0	178.24	179.81
0	0.0	178.22	179.81
0	0.0	178.22	179.82
0	0.0	178.22	179.83
0	0.0	178.24	179.85
0	0.0	178.27	179.87
0	0.0	178.29	179.88
0	0.0	178.3	179.89
0	0.0	178.31	179.88
0	0.0	178.31	179.89
0	0.0	178.32	179.89
0	0.0	178.33	179.9
0	0.0	178.33	179.92
0	0.0	178.36	179.95
0	0.0	178.42	179.81
0	0.0	178.4	178.83
0	0.0	177.43	177.69
0	0.0	177.11	176.9
0	0.0	176.95	176.57
0	0.0	176.26	175.51
0	0.0	175.08	174.79
0	0.0	171.66	172.19
0	0.0	169.87	169.58
0	0.0	169.14	169.23
0	0.0	167.85	167.73
0	0.0	164.41	164.53
0	0.0	157.13	159.75
0	0.0	152.85	157.28
0	0.0	148.89	153.1
0	0.0	141.51	148.24
0	0.0	138.5	144.07
0	0.0	132.89	137.37
0	0.0	128.44	132.58
0	0.0	128.23	132.24
0	0.0	125.69	129.73
0	0.0	120.73	124.4
0	0.0	117.4	120.58
0	0.0	114.7	121.21
0	0.0	111.94	120.35
0	0.0	109.27	119.14
0	0.0	105.17	115.47
0	0.0	100.9	112.98
0	0.0	101.91	113.12
0	0.0	99.74	111.03
0	0.0	97.44	108.19
0	0.0	94.54	104.88
0	0.0	90.44	98.15
0	0.0	87.94	94.96
0	0.0	85.91	92.98
0	0.0	85.85	92.18
0	0.0	82.99	89.65
0	0.0	79.46	85.99
0	0.0	79.51	84.97
0	0.0	76.63	81.59
0	0.0	72.2	77.94
0	0.0	68.56	74.38
0	0.0	64.6	70.53
0	0.0	61.52	67.35
0	0.0	60.27	66.97
0	0.0	57.65	64.13
0	0.0	55.14	61.6
0	0.0	54.36	59.89
0	0.0	53.35	59.48
0	0.0	52.05	58.04
0	0.0	51.83	56.68
0	0.0	51.73	55.57
0	0.0	50.66	54.42
0	0.0	51.9	54.82
0	0.0	50.58	53.18
0	0.0	49.24	51.3
0	0.0	47.66	49.66
0	0.0	45.7	48.27
0	0.0	44.75	47.25
0	0.0	44.35	46.15
0	0.0	43.7	45.37
0	0.0	43.32	44.83
0	0.0	43.19	44.58
0	0.0	42.96	44.38
0	0.0	42.59	44.41
0	0.0	42.51	44.25
0	0.0	42.47	44.11
0	0.0	42.34	44.04
0	0.0	42.22	44.01
0	0.0	41.92	43.89
0	0.0	41.62	43.88
0	0.0	41.44	43.79
0	0.0	41.4	43.76
0	0.0	41.43	43.79
0	0.0	41.47	43.8
0	0.0	41.4	43.8
0	0.0	41.29	43.79
0	0.0	41.11	43.75
0	0.0	41.0	43.75
0	0.0	40.95	43.74
0	0.0	40.91	43.73
0	0.0	40.61	43.65
0	0.0	40.19	43.57
0	0.0	39.92	43.51
0	0.0	39.45	43.45
0	0.0	39.04	43.4
0	0.0	38.92	43.45
0	0.0	38.74	43.37
0	0.0	38.64	43.33
0	0.0	38.61	43.3
0	0.0	38.56	43.18
0	0.0	38.51	43.02
0	0.0	38.41	42.76
0	0.0	38.27	42.5
0	0.0	38.14	42.23
0	0.0	38.08	42.04
0	0.0	38.08	41.93
0	0.0	38.15	41.95
0	0.0	38.2	41.96
0	0.0	38.56	42.46
0	0.0	39.26	43.7
0	0.0	41.52	46.26
0	0.0	45.78	50.61
0	0.0	50.58	55.58
0	0.0	52.21	56.84
0	0.0	55.94	60.51
0	0.0	61.28	65.46
0	0.0	68.61	73.59
0	0.0	73.55	79.45
0	0.0	76.96	83.47
0	0.0	77.89	84.71
0	0.0	83.71	91.41
0	0.0	89.96	97.43
0	0.0	89.12	96.09
0	0.0	93.81	101.9
0	0.0	101.38	108.98
0	0.0	105.29	112.14
0	0.0	109.94	116.53
0	0.0	116.41	122.81
0	0.0	118.98	125.58
0	0.0	121.79	128.36
0	0.0	124.67	132.32
0	0.0	128.15	137.21
0	0.0	133.12	142.17
0	0.0	140.27	147.45
0	0.0	142.94	149.19
0	0.0	148.98	152.72
0	0.0	154.38	157.8
0	0.0	156.23	159.44
0	0.0	160.69	164.3
0	0.0	166.69	168.14
0	0.0	170.71	171.28
0	0.0	174.34	174.63
0	0.0	177.65	178.23
0	0.0	177.94	179.37
0	0.0	179.99	179.0
0	0.0	179.13	178.06
0	0.0	178.16	178.02
0	0.0	178.04	178.36
0	0.0	178.04	178.52
0	0.0	178.41	178.76
0	0.0	178.72	178.88
0	0.0	179.07	178.92
0	0.0	179.26	178.95
0	0.0	179.44	179.07
0	0.0	179.54	179.15
0	0.0	179.61	179.22
0	0.0	179.36	179.15
0	0.0	179.06	178.92
0	0.0	179.04	178.81
0	0.0	179.1	178.75
0	0.0	179.23	178.65
0	0.0	179.37	178.42
0	0.0	179.45	178.18
0	0.0	179.36	177.92
0	0.0	179.61	177.89
0	0.0	179.98	178.06
0	0.0	179.65	178.3
0	0.0	179.39	178.42
0	0.0	179.21	178.45
0	0.0	179.21	178.38
0	0.0	179.27	178.22
0	0.0	179.39	178.03
0	0.0	179.4	178.02
0	0.0	179.35	178.06
0	0.0	179.23	178.09
0	0.0	179.04	178.12
0	0.0	178.87	178.1
0	0.0	178.79	178.07
0	0.0	178.66	178.06
0	0.0	178.45	178.1
0	0.0	178.19	178.22
0	0.0	177.98	178.3
0	0.0	177.73	178.39
0	0.0	177.55	178.45
0	0.0	177.4	178.49
0	0.0	177.32	178.5
0	0.0	177.27	178.49
0	0.0	177.23	178.49
0	0.0	177.2	178.47
0	0.0	177.18	178.45
0	0.0	177.19	178.45
0	0.0	177.24	178.46
0	0.0	177.26	178.46
0	0.0	177.3	178.46
0	0.0	177.37	178.44
0	0.0	177.4	178.45
0	0.0	177.4	178.62
0	0.0	177.37	178.91
0	0.0	177.3	179.1
0	0.0	176.94	179.22
0	0.0	176.71	179.43
0	0.0	176.47	179.57
0	0.0	175.72	178.93
0	0.0	175.09	177.41
0	0.0	174.6	176.5
0	0.0	173.69	175.01
0	0.0	173.04	174.22
0	0.0	172.73	173.16
0	0.0	171.95	171.85
0	0.0	171.55	170.93
0	0.0	169.29	169.01
0	0.0	166.57	166.82
0	0.0	161.65	163.29
0	0.0	155.39	158.52
0	0.0	149.93	153.6
0	0.0	147.77	151.66
0	0.0	142.38	147.69
0	0.0	139.83	145.35
0	0.0	134.12	141.54
0	0.0	128.87	136.48
0	0.0	124.33	130.88
0	0.0	120.46	126.29
0	0.0	117.84	125.22
0	0.0	113.69	121.49
0	0.0	108.74	116.58
0	0.0	109.29	116.97
0	0.0	104.64	114.87
0	0.0	101.16	112.79
0	0.0	100.27	113.55
0	0.0	99.85	113.36
0	0.0	98.37	111.58
0	0.0	97.04	110.72
0	0.0	93.52	107.11
0	0.0	91.25	104.18
0	0.0	88.81	101.91
0	0.0	83.17	93.28
0	0.0	81.05	91.44
0	0.0	81.13	92.74
0	0.0	80.08	92.03
0	0.0	78.35	89.02
0	0.0	76.2	88.24
0	0.0	70.64	83.71
0	0.0	67.61	78.97
0	0.0	65.33	74.99
0	0.0	62.87	71.51
0	0.0	60.49	69.73
0	0.0	57.25	66.87
0	0.0	55.31	64.86
0	0.0	53.84	62.09
0	0.0	51.96	60.98
0	0.0	50.21	58.54
0	0.0	49.33	55.87
0	0.0	48.56	53.77
0	0.0	49.06	52.34
0	0.0	46.87	50.63
0	0.0	44.89	49.01
0	0.0	43.05	48.47
0	0.0	41.26	47.53
0	0.0	38.94	46.91
0	0.0	37.21	45.43
0	0.0	38.26	45.23
0	0.0	38.31	44.83
0	0.0	37.87	44.9
0	0.0	36.83	45.03
0	0.0	36.07	45.01
0	0.0	35.94	44.9
0	0.0	35.92	44.83
0	0.0	35.77	44.81
0	0.0	35.64	44.76
0	0.0	36.13	44.73
0	0.0	36.85	44.69
0	0.0	36.94	44.86
0	0.0	37.23	44.9
0	0.0	37.62	44.7
0	0.0	37.63	44.63
0	0.0	37.63	44.6
0	0.0	37.61	44.63
0	0.0	37.54	44.55
0	0.0	37.52	44.48
0	0.0	37.24	44.14
0	0.0	36.9	43.77
0	0.0	36.85	43.55
0	0.0	36.76	43.43
0	0.0	36.71	43.41
0	0.0	36.67	43.4
0	0.0	36.61	43.35
0	0.0	36.71	43.37
0	0.0	36.65	43.26
0	0.0	36.59	43.17
0	0.0	36.42	43.05
0	0.0	36.25	43.03
0	0.0	36.18	43.05
0	0.0	36.14	43.26
0	0.0	36.14	43.45
0	0.0	36.15	43.55
0	0.0	36.24	43.55
0	0.0	36.37	43.47
0	0.0	36.88	43.69
0	0.0	37.72	44.45
0	0.0	38.46	44.85
0	0.0	40.06	46.38
0	0.0	42.1	48.23
0	0.0	45.72	52.72
0	0.0	49.89	57.18
0	0.0	54.62	61.25
0	0.0	56.6	62.51
0	0.0	62.51	67.92
0	0.0	68.3	73.24
0	0.0	68.81	74.44
0	0.0	72.17	77.83
0	0.0	76.31	82.91
0	0.0	80.76	87.53
0	0.0	85.2	91.83
0	0.0	88.56	94.83
0	0.0	87.74	94.2
0	0.0	91.08	97.34
0	0.0	96.71	102.57
0	0.0	100.85	107.56
0	0.0	103.5	109.27
0	0.0	108.54	113.04
0	0.0	112.36	116.81
0	0.0	113.29	118.49
0	0.0	115.95	121.28
0	0.0	119.9	124.75
0	0.0	123.46	129.02
0	0.0	125.36	132.56
